StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,study_id,Day,Q27,Q1,Q3,Q6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q19_1,Q19_2,Q19_3,Q19_4,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21_1,Q21_2,Q22_1,Q23_1,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q30_1,Q30_2,Q30_3,Q30_4
2019-04-29T17:22:38Z,2019-04-29T17:31:35Z,0,100,536,1,2019-04-29T17:31:35Z,151,1,22,4,1,I was talking to on of my teammates about something and he gave me a very nice and positive talk. I felt better after discussing the topic.,1,6,6,6,6,1,1,4,1,1,6,6,1,1,2,4,2,4,3,4,4,1,1,1,4,I didn't really have anything that stands out to be inauthentic.,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,1,Just doing homework and finishing it.,1,1,6,6,6,1,1,6,1,1,4,6,1,1,1,2,1,1,1,3,3,1,1,1,1,I didn't really experience this at all today.,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,4,1,1,3,30,15,6,4,3,1,2,1,1,2,2,3,1,1,1,4,4,4,1,5,5,1,1,4,5,1,1,5,4,2,4
2019-04-30T17:06:19Z,2019-04-30T17:12:36Z,0,100,376,1,2019-04-30T17:12:36Z,151,2,23,4,1,I didn't really have too many today actually. Just did lots of work today,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,doing work,1,3,6,6,3,1,1,3,3,1,4,6,1,1,1,1,3,1,1,4,4,1,1,1,1,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,1,5,1,1,1,1,0,45,10,3,3,4,2,1,2,1,4,3,1,1,1,1,2,1,6,6,5,5,1,1,1,1,1,1,5,4,2,4
2019-05-01T22:00:17Z,2019-05-01T22:05:46Z,0,100,328,1,2019-05-01T22:05:46Z,151,3,24,5,2,relaxing in the common room,1,4,6,5,5,1,1,4,1,1,5,5,1,1,1,2,3,3,2,4,4,1,1,1,3,none really today,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,just doing work,1,4,4,5,5,1,1,5,1,1,5,5,1,1,1,3,2,3,2,4,4,1,1,1,3,none really today,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,5,4,1,1,5,5,1,1,1,0,6,8,4,4,3,1,1,1,4,4,2,1,1,1,4,5,1,1,5,5,1,1,5,5,1,1,5,3,2,6
2019-05-02T22:09:53Z,2019-05-02T22:16:03Z,0,100,369,1,2019-05-02T22:16:04Z,151,4,25,5,1,At the sport banquet with my team,1,1,7,7,6,1,1,5,3,1,7,6,1,1,1,5,4,4,4,4,4,1,1,1,4,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,studying and relaxing with friends,1,4,7,7,6,1,1,5,2,1,6,7,1,1,1,3,1,4,4,3,4,1,1,1,4,none,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,4,1,1,0,20,10,5,4,4,4,1,1,1,5,3,3,1,1,1,5,5,5,2,7,7,1,1,6,6,1,1,6,4,2,5
2019-05-03T21:27:55Z,2019-05-03T21:32:57Z,0,100,302,1,2019-05-03T21:32:58Z,151,5,26,5,1,Getting food with friends,1,4,6,7,1,1,1,6,1,1,6,6,1,1,1,3,3,4,3,4,4,1,1,1,4,none today,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,studying,1,4,6,6,1,1,1,5,4,1,5,6,1,1,1,2,2,3,3,4,4,1,1,1,3,none today,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,2,2,1,1,0,45,12,10,4,4,3,1,1,1,4,3,3,1,1,1,5,4,4,3,6,6,1,1,5,6,1,1,6,4,2,5
2019-04-29T16:03:14Z,2019-04-29T16:34:55Z,0,100,1901,1,2019-04-29T16:34:56Z,152,1,22,4,2,"I was planning to study with my friend, and she kept asking me if I wanted to her to bring me anything and every time she left and came back she kept offering. I kept saying no because I did not want anything. I was not saying yes just for free stuff",1,5,5,4,5,1,NA,4,1,1,5,5,4,1,1,4,3,4,4,4,3,1,1,1,4,I ordered a coffee and the worker seemed to be fake happy,2,6,5,4,6,2,4,4,3,4,1,4,3,1,3,1,2,2,1,3,1,2,2,4,1,3,3,When I offered to buy food for my less fortunate friend. I was just doing it cause I love him not for any gain,1,6,6,4,6,1,1,6,3,1,6,5,1,1,1,4,2,4,4,4,4,1,1,1,4,When I was studying but I really was zoned out for a while,6,7,1,4,3,3,7,3,6,6,4,6,7,3,3,2,2,2,2,2,2,3,3,3,2,4,4,1,4,4,4,4,4,4,4,4,4,3,30,50,50,3,4,3,4,4,4,4,3,2,3,1,2,5,5,4,4,4,6,2,4,5,6,1,1,4,6,7,4
2019-04-30T16:17:37Z,2019-04-30T19:35:25Z,0,100,11868,1,2019-04-30T19:35:25Z,152,2,23,4,1,My friend was helping me study and she was being very genuine when she wanted me to do well,4,5,7,7,6,1,4,5,1,1,7,5,1,1,3,3,3,5,5,2,3,1,1,1,4,I had no interaction that made me feel this way today,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,When I woke up extra early to study for my tests. I did this solely because I wanted to do well,1,5,6,6,6,1,5,5,5,6,5,6,3,4,4,1,1,2,2,1,3,1,3,2,4,I did not have any instances today,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,5,2,7,2,4,1,2,2,0,70,150,3,3,3,4,4,3,5,4,3,3,1,3,5,5,7,4,4,6,4,5,7,7,1,1,7,7,7,4
2019-05-01T23:02:23Z,2019-05-01T23:11:26Z,0,100,542,1,2019-05-01T23:11:26Z,152,3,25,5,1,I bought my friend some food and he was very grateful,5,5,7,7,7,1,1,7,1,1,7,7,1,1,1,5,3,5,5,4,3,1,1,1,5,I had no Moments today like this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,I actually did not spend any time alone today,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not spend any extended periods of time alone today,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,4,0,100,150,5,4,5,3,2,1,5,5,5,1,1,1,5,NA,4,5,4,5,NA,2,NA,NA,1,1,7,4,4,6
NA,NA,NA,NA,NA,NA,NA,152,4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,152,5,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-22T16:20:11Z,2019-04-22T16:42:45Z,0,100,1354,1,2019-04-22T16:42:46Z,153,1,15,3,3,A friend shared some of his negative experiences over the past weekend.,2,5,5,6,5,2,5,6,2,2,6,5,2,2,3,1,1,4,2,4,3,3,1,1,4,I engaged in small talk with friends at lunch.  I felt like everybody was pretending to be interested in what we were talking about.,6,6,2,5,3,6,6,2,6,5,2,4,6,3,4,1,1,2,1,1,2,1,3,2,2,4,2,I was riding my bicycle home from school this afternoon.  I was able to let my mind wander as I exercised.,2,7,6,6,6,2,3,6,1,2,4,6,4,2,1,3,3,2,1,4,3,2,1,1,1,I read my Bible in the morning.  I was not really paying attention to what I was reading.,1,5,3,6,5,2,2,2,5,2,2,5,5,3,2,1,1,2,2,2,2,1,2,1,2,5,5,2,2,5,4,1,1,5,3,1,1,0,5,0,1,3,3,1,2,1,2,4,3,3,4,2,2,5,6,3,2,5,4,1,2,5,5,1,2,6,3,2,5
2019-04-23T16:44:20Z,2019-04-23T17:05:32Z,0,100,1272,1,2019-04-23T17:05:33Z,153,2,16,4,2,I was talking to a friend to comfort him after being rejected from a job position.  I shared with him some of my own experiences of being rejected.,2,5,6,6,6,2,2,6,2,1,6,6,2,1,1,1,3,3,2,3,3,2,1,1,4,A nurse was telling me things about a colonoscopy that I already knew.  I pretended that what he was saying was new and interesting to me.,6,5,2,4,4,5,6,3,6,5,2,5,3,3,3,1,1,1,2,3,2,1,3,2,2,4,2,I took my time walking from the medical center to my chemistry workshop.  I decided that I would walk slowly because I felt like it.,2,6,5,6,6,5,2,6,2,2,2,5,2,1,1,1,1,2,1,3,1,2,2,1,NA,I went online and watched youtube videos to avoid my work.  I knew that it was a waste of time.,3,1,1,6,1,6,5,2,5,5,1,2,6,2,3,1,2,1,1,1,1,1,3,1,1,5,5,3,2,5,5,1,6,3,5,1,1,0,20,1,5,2,2,1,3,1,2,3,1,2,4,2,2,5,4,4,2,5,4,2,3,2,4,1,1,5,3,2,5
2019-04-24T18:36:52Z,2019-04-24T19:15:04Z,0,100,2292,1,2019-04-24T19:15:05Z,153,3,17,3,3,I talked with a friend about my doubts on artificial intelligence.  I felt like the conversation was fun and I was free to voice my opinion.,2,3,5,6,6,2,5,6,2,2,5,6,2,1,1,1,2,3,2,3,3,1,2,1,3,I was congratulating a friend on her accomplishments in her drama club.  I felt like I was not supportive enough.,6,3,5,6,4,5,6,3,6,4,3,2,6,2,3,1,1,1,2,2,1,1,2,1,3,3,3,I was studying for psychology class.  I felt like I was doing what I should be doing.,2,6,5,6,6,2,2,6,3,3,4,6,2,2,3,1,1,2,1,3,2,2,2,1,1,I wasted time browsing Facebook on my computer.  I knew that I was just escaping from my other responsibilities.,6,2,2,6,2,5,6,4,4,5,5,2,5,2,2,2,1,2,1,2,2,3,1,1,1,5,5,5,3,3,5,3,5,5,5,3,2,0,5,0,0,1,3,2,3,1,3,2,1,1,4,1,3,4,3,5,4,5,1,5,5,5,4,1,1,3,2,4,3
2019-04-25T16:45:03Z,2019-04-25T17:06:16Z,0,100,1272,1,2019-04-25T17:06:16Z,153,4,18,4,2,I met with friends over lunch and talked with them about their classes.  I felt like I was listening carefully to them and enjoying their company.,3,5,6,6,5,2,3,6,2,2,6,5,2,1,1,2,1,2,2,2,2,1,1,1,4,I went to office hours and pretended to have questions about things that I was not really curious about.  I felt like both my and y professor's time was wasted.,6,5,3,4,3,6,6,3,5,2,5,5,6,3,3,1,1,1,1,2,2,1,2,2,2,4,2,I was studying for psychology.  I felt like I was doing what I should be doing.,2,6,6,6,6,2,2,3,3,3,2,5,3,1,2,2,2,1,1,1,1,1,1,1,2,I hurried through my morning routine to get to school on time.  I felt like I did not take enough time to mentally and spiritually prepare for the day.,2,2,3,6,3,5,6,2,6,3,4,3,5,3,2,3,2,2,2,1,1,2,1,1,1,5,5,2,2,5,5,1,3,4,3,1,1,0,0,0,0,3,2,3,2,1,2,3,2,2,2,1,1,5,2,3,3,6,6,2,3,6,6,2,2,6,2,2,6
2019-04-26T22:15:32Z,2019-04-26T22:30:36Z,0,100,903,1,2019-04-26T22:30:36Z,153,5,19,4,2,I had deep conversations with friends about politics and the meaning of life.  I felt like I was free to express my opinions.,2,6,6,6,6,2,2,6,2,2,6,6,3,1,2,2,3,2,2,2,2,2,1,2,3,I attended a club meeting that I often do not go to.  I felt isolated and unfamiliar with many people.,6,6,4,6,6,6,5,2,5,6,3,3,5,2,4,2,3,2,2,1,1,NA,2,2,3,4,2,I spent time before my first class meditating and praying.  I felt connected to God and ready for the day.,2,6,6,6,6,2,3,6,2,2,3,5,2,1,2,2,2,2,3,2,3,1,1,1,2,I wasted time browsing the internet.  I felt like I was not spending my time wisely.,2,2,3,6,2,6,6,5,5,5,3,2,5,1,2,3,3,1,1,1,1,2,1,2,1,6,6,5,2,5,6,4,5,5,5,1,2,0,20,1,0,3,3,3,3,2,2,3,3,3,2,2,2,6,6,4,3,6,6,4,2,5,5,1,3,5,2,4,5
2019-04-29T16:10:10Z,2019-04-29T16:35:11Z,0,100,1501,1,2019-04-29T16:35:12Z,154,1,22,4,2,I was hanging out with my friends. I didn't have to think about at our any effort into how I was interacting.,1,5,6,7,7,1,2,7,1,1,7,7,1,1,1,3,3,5,5,5,5,1,1,1,5,I waved and smiled to one of my residents (I'm an ra),5,4,4,6,5,5,5,2,5,4,2,6,3,2,2,1,3,4,2,3,3,1,1,1,2,5,1,I was taking a test. I know how my mind and body react when I do that and it felt correct.,1,7,5,6,6,2,4,4,4,2,5,4,4,4,4,1,1,3,2,3,3,1,2,3,3,I was procrastinating studying,5,7,2,4,4,4,5,2,6,4,4,2,6,3,3,1,1,3,3,1,1,1,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,2,0,10,4,5,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,4,4,6,4,5,4,4,4,5,4,4,4,4,4,5,4
2019-04-30T22:38:25Z,2019-04-30T22:49:02Z,0,100,637,1,2019-04-30T22:49:03Z,154,2,23,4,2,I talked to an advisor,5,4,5,6,5,4,4,4,5,4,5,6,3,3,3,1,3,3,3,3,3,1,2,3,3,I talked to that same advisor (that was the only interaction I had today),6,6,5,5,5,4,5,3,5,5,4,5,4,3,3,2,2,3,2,3,3,2,2,3,3,5,1,I was lying in bed in pain. That's most of my days,5,6,4,6,5,6,5,2,6,5,5,2,6,3,3,2,2,2,3,3,3,3,3,2,3,I was eating food but wasn't hungry,4,5,3,5,3,4,5,4,5,5,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,3,4,4,3,6,4,4,1,3,1,0,4,10,3,3,1,4,2,3,3,2,2,4,3,3,3,3,6,5,3,2,6,6,3,1,4,4,3,5,5,3
2019-05-01T22:58:30Z,2019-05-01T23:23:04Z,0,100,1473,1,2019-05-01T23:23:04Z,154,3,24,4,2,I was hanging out with my friends in the library and having a good time,4,4,4,6,5,3,4,4,4,3,4,5,4,3,3,3,4,4,4,3,3,1,2,2,4,I was at work talking to my boss and was following orders and being polite/,3,4,3,4,4,5,NA,3,5,4,4,6,5,3,3,2,2,2,2,3,3,2,2,3,3,4,2,I was sitting in my room eating a snack and relaxing,3,2,5,6,5,3,3,5,3,4,4,6,3,2,3,2,2,3,3,4,4,2,2,2,2,I was writing an essay and hated it,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,5,5,3,5,5,5,3,3,0,30,4,7,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2019-05-02T20:49:32Z,2019-05-02T23:56:55Z,0,100,11243,1,2019-05-02T23:56:55Z,154,4,25,3,3,I was presenting at a meeting,5,5,5,4,5,3,5,3,5,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,I was talking to a friend but wasn't interested,3,4,4,5,5,4,6,3,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,I was eating dinner,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,I was waiting for the bus,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,7,5,7,1,7,7,2,5,7,7,2,1,0,20,4,15,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,4,4,4,3,3,3,4,3,4,4,4,4,4
2019-05-03T23:39:30Z,2019-05-03T23:49:01Z,0,100,570,1,2019-05-03T23:49:01Z,154,5,26,2,4,I talked to a coworker at work,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,I talked to my boss,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,I was eating dinner and watching a tv show,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,I was walking around doing ra duty rounds,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2019-04-15T16:15:15Z,2019-04-15T18:59:33Z,0,100,9857,1,2019-04-15T18:59:33Z,155,1,8,4,2,"The most authentic social interaction I had today was probably talking to my friend in the time between biochemistry and organic chemistry class. We basically just talked about housing selection that was coming up and the upcoming organic chemistry test. It felt authentic because the conversation came naturally and I didn't feel like I had to hold myself back from saying anything. Additionally, the conversion made my day more positive rather than more negative.",3,4,6,7,5,2,2,6,1,2,7,4,1,2,2,4,4,4,4,4,4,1,1,1,3,"The most inauthentic social interaction that I had today was when I had to sit next to two guys who were constantly talking during the lecture and the guy sitting next to me was basically sitting on my chair/in my space. It felt inauthentic to me because although I was extremely annoyed on the inside and really wanted to say something to the two of them, I had to hold myself back and pretend that their constant talking was not distracting at all.",5,2,2,4,2,4,2,2,7,2,2,3,5,1,2,1,1,1,1,1,1,1,3,1,1,3,2,"I think the most authentic alone time that I had today was when I was able to relax and take sometime to read a book. In my opinion it felt authentic because I was doing what I actually wanted to do and it was actually something that I had planned, instead of something that had occurred because I became distracted while studying.",2,4,6,5,6,2,2,6,2,1,4,4,4,2,2,3,3,4,2,5,5,2,1,1,2,"The most inauthentic alone time was when I became distracted on my phone while studying and had to adjust my studying schedule to accommodate for the disturbance. It felt inauthentic because it was not something that I had planned and it had affected me while I was trying to study for the upcoming exam, therefore while I was not doing something that required brain power, I did not feel relaxed at all.",2,3,2,5,2,4,4,2,6,2,4,3,6,3,3,2,1,1,1,1,1,2,2,2,1,2,3,2,3,7,7,1,2,7,7,1,1,6,6,139,187,2,2,2,3,2,3,3,2,2,3,1,1,4,3,4,3,3,3,3,5,4,5,2,1,4,4,5,5
2019-04-16T16:54:13Z,2019-04-16T17:44:49Z,0,100,3035,1,2019-04-16T17:44:49Z,155,2,9,5,1,"The most authentic social interaction that I had today was doing housing selection with my close friends early in the morning. It felt authentic as it did not feel like we had to hold back when discussing our opinions and choices for housing. Additionally, it did not feel awkward as one of the rooms in the suite that we chose was smaller than the others, but we were able to work out the problem.",3,2,5,6,6,2,3,6,3,2,6,5,2,2,2,4,4,4,4,4,3,1,1,1,5,"I didn't have class today so there was a lot of time spent by myself rather than with others. Therefore, I felt like that most inauthentic social interaction I had today was checking out at the school store. This is because it was the mot surface level conversation that I had all day.",4,2,4,5,2,2,2,5,2,2,4,5,4,1,1,1,1,1,1,3,3,1,1,1,1,3,3,I think the most authentic alone time that I had today was when I studied for my upcoming organic chemistry exam. It felt authentic because this was what I had planned to do on my day off so I felt vaguely accomplished.,2,5,5,6,5,2,5,4,4,4,2,5,3,3,2,1,2,1,1,2,2,1,1,1,3,In my opinion the most inauthentic alone time that I had today was when I got distracted while studying for my upcoming exam. I felt that I was ineffectively using my time and was a little upset that I could not concentrate at the level that I wished to be at.,1,3,3,4,3,2,5,4,5,4,4,3,6,3,3,1,1,1,1,1,2,2,2,1,2,2,3,3,2,5,5,1,5,4,5,1,1,5,53,82,136,2,2,1,3,3,2,3,2,1,3,1,1,3,4,3,1,3,2,3,6,5,4,1,1,4,5,5,3
2019-04-17T19:05:38Z,2019-04-17T19:13:44Z,0,100,486,1,2019-04-17T19:13:45Z,155,3,10,4,2,The most authentic social interaction was when I was talking with my lab TA and friends in biochemistry lab. The conversation was comfortable and it didn't feel like there was any awkward moments.,5,3,6,6,6,2,2,6,2,1,6,6,3,1,2,3,4,4,3,3,3,1,1,1,3,N/A,5,2,6,6,6,2,3,6,2,2,6,6,3,1,1,4,4,4,4,4,4,1,1,1,3,4,2,The most authentic alone time was when I studying for my organic chemistry exam earlier in the day. It felt authentic because I was doing what I had planned to do and I felt that I was very effective with my time.,2,2,6,6,6,2,3,6,3,4,2,6,2,2,3,1,3,4,2,3,3,1,1,1,4,The most inauthentic alone time that I had today was when I woke up to study but refused to get out of bed. I felt that I was not using my time wisely and that I was going against the values that I had originally set for myself.,4,3,2,4,2,4,5,2,5,4,4,2,6,3,3,2,2,1,2,1,1,1,2,1,2,5,3,1,4,5,5,4,4,5,5,1,1,3,0,97,94,2,2,2,3,3,3,3,4,4,2,1,2,3,3,4,3,3,3,4,5,5,7,1,1,4,3,4,3
2019-04-18T22:38:31Z,2019-04-18T22:48:18Z,0,100,587,1,2019-04-18T22:48:19Z,155,4,11,5,1,The most authentic social interaction that I had with others today was going to my therapy session. I was able to voice out all my concerns and problems that were bothering me for the week.,2,6,5,5,5,1,4,6,1,1,6,4,3,1,1,1,1,1,1,3,4,2,1,1,4,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,"I was finally done with my organic chemistry exam so I was finally able to relax and do things that I wanted to do, such as catch up on dramas or watch a horror movie. Thus most of the time that I spent alone today felt very authentic.",1,1,6,6,5,1,1,7,1,1,1,4,1,1,1,3,1,2,2,5,5,1,1,1,1,The most inauthentic alone time that I had today was probably not taking a nap when I really needed it. I was distracted by my phone and lost the time to take a nap before I had to go meet with friends to work on a project.,1,1,2,2,3,4,1,3,1,2,1,1,5,1,2,1,1,1,1,2,1,1,2,1,1,4,4,2,2,7,7,1,1,7,7,1,1,7,10,107,148,4,3,1,2,2,2,4,3,2,2,1,1,6,5,5,1,3,3,3,4,6,6,1,1,5,2,3,4
2019-04-19T18:54:04Z,2019-04-19T19:03:15Z,0,100,550,1,2019-04-19T19:03:15Z,155,5,12,4,2,The most authentic social interaction I had today was probably unintentionally meeting friends at Starbucks and having the time to sit down and talk with them. I felt really connected with those around me and was comfortable in my environment.,5,2,6,6,6,2,2,5,2,1,7,4,1,1,1,3,4,4,4,5,5,1,1,1,1,The most inauthentic social interaction was once again having to listen to the two guys in my organic chemistry class talk and pretend that it was not bothering me at all. In realty I really wanted to tell them that their voices were really loud and that I couldn't really hear the professor.,2,4,3,4,3,5,2,3,6,1,4,3,4,1,1,1,1,1,1,1,1,1,2,2,1,5,1,I had quite a busy day today so there was not a lot of time to myself. But in the times that I was alone I was able to take a nap like I wanted to and relax.,2,4,6,6,6,2,2,6,1,2,4,4,2,1,1,1,2,3,1,5,5,1,1,1,1,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,7,1,1,6,7,1,1,3,34,94,201,4,4,1,2,2,2,3,3,4,2,1,1,4,4,3,2,4,4,2,2,5,5,1,1,5,2,2,5
NA,NA,NA,NA,NA,NA,NA,156,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
